Product code,Bureau of Meteorology station number,Date,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,86232,9/5/2020,7.6,1,N
IDCJAC0009,86232,10/5/2020,1,1,N
IDCJAC0009,86232,11/5/2020,0,,N
IDCJAC0009,86232,12/5/2020,0,,N
IDCJAC0009,86232,13/5/2020,2.8,1,N
IDCJAC0009,86232,14/5/2020,3,1,N
IDCJAC0009,86232,15/5/2020,0,,N
IDCJAC0009,86232,16/5/2020,0,,N
IDCJAC0009,86232,17/5/2020,0,,N
IDCJAC0009,86232,18/5/2020,0,,N
IDCJAC0009,86232,19/5/2020,0,,N
IDCJAC0009,86232,20/5/2020,16.8,1,N
IDCJAC0009,86232,21/5/2020,15.2,1,N
IDCJAC0009,86232,22/5/2020,12.6,1,N
IDCJAC0009,86232,23/5/2020,7,1,N
IDCJAC0009,86232,24/5/2020,4.2,1,N
IDCJAC0009,86232,25/5/2020,0,,N
IDCJAC0009,86232,26/5/2020,0,,N
IDCJAC0009,86232,27/5/2020,0,,N
IDCJAC0009,86232,28/5/2020,0,,N
IDCJAC0009,86232,29/5/2020,0,,N
IDCJAC0009,86232,30/5/2020,0,,N
IDCJAC0009,86232,31/5/2020,0.6,1,N
IDCJAC0009,86232,1/6/2020,5.2,1,N
IDCJAC0009,86232,2/6/2020,11.2,1,N
IDCJAC0009,86232,3/6/2020,0.6,1,N
IDCJAC0009,86232,4/6/2020,0,,N
IDCJAC0009,86232,5/6/2020,0,,N
IDCJAC0009,86232,6/6/2020,0,,N
IDCJAC0009,86232,7/6/2020,0.4,1,N
IDCJAC0009,86232,8/6/2020,0,,N
IDCJAC0009,86232,9/6/2020,0,,N
IDCJAC0009,86232,10/6/2020,0,,N
IDCJAC0009,86232,11/6/2020,0,,N
IDCJAC0009,86232,12/6/2020,0,,N
IDCJAC0009,86232,13/6/2020,0,,N
IDCJAC0009,86232,14/6/2020,5.8,1,N
IDCJAC0009,86232,15/6/2020,0.4,1,N
IDCJAC0009,86232,16/6/2020,0,,N
IDCJAC0009,86232,17/6/2020,0.6,1,N
IDCJAC0009,86232,18/6/2020,0,,N
IDCJAC0009,86232,19/6/2020,0,,N
IDCJAC0009,86232,20/6/2020,2,1,N
IDCJAC0009,86232,21/6/2020,0.2,1,N
IDCJAC0009,86232,22/6/2020,0,,N
IDCJAC0009,86232,23/6/2020,2.8,1,N
IDCJAC0009,86232,24/6/2020,0.4,1,N
IDCJAC0009,86232,25/6/2020,0,,N
IDCJAC0009,86232,26/6/2020,1.2,1,N
IDCJAC0009,86232,27/6/2020,0,,N
IDCJAC0009,86232,28/6/2020,0,,N
IDCJAC0009,86232,29/6/2020,0,,N
IDCJAC0009,86232,30/6/2020,0,,N
IDCJAC0009,86232,1/7/2020,0,,N
IDCJAC0009,86232,2/7/2020,1.2,1,N
IDCJAC0009,86232,3/7/2020,0.2,1,N
IDCJAC0009,86232,4/7/2020,8.8,1,N
IDCJAC0009,86232,5/7/2020,5.2,1,N
IDCJAC0009,86232,6/7/2020,1.2,1,N
IDCJAC0009,86232,7/7/2020,1.6,1,N
IDCJAC0009,86232,8/7/2020,0.2,1,N
IDCJAC0009,86232,9/7/2020,0,,N
IDCJAC0009,86232,10/7/2020,0,,N
IDCJAC0009,86232,11/7/2020,0.4,1,N
IDCJAC0009,86232,12/7/2020,6,1,N
IDCJAC0009,86232,13/7/2020,2.4,1,N
IDCJAC0009,86232,14/7/2020,0,,N
IDCJAC0009,86232,15/7/2020,0,,N
IDCJAC0009,86232,16/7/2020,0,,N
IDCJAC0009,86232,17/7/2020,0,,N
IDCJAC0009,86232,18/7/2020,0.6,1,N
IDCJAC0009,86232,19/7/2020,0,,N
IDCJAC0009,86232,20/7/2020,1,1,N
IDCJAC0009,86232,21/7/2020,0.8,1,N
IDCJAC0009,86232,22/7/2020,0,,N
IDCJAC0009,86232,23/7/2020,2.4,1,N
IDCJAC0009,86232,24/7/2020,0,,N
IDCJAC0009,86232,25/7/2020,0,,N
IDCJAC0009,86232,26/7/2020,0,,N
IDCJAC0009,86232,27/7/2020,0,,N
IDCJAC0009,86232,28/7/2020,0.4,1,N
IDCJAC0009,86232,29/7/2020,0,,N
IDCJAC0009,86232,30/7/2020,0,,N
IDCJAC0009,86232,31/7/2020,0,,N
IDCJAC0009,86232,1/8/2020,0,,N
IDCJAC0009,86232,2/8/2020,0,,N
IDCJAC0009,86232,3/8/2020,0,,N
IDCJAC0009,86232,4/8/2020,1.2,1,N
IDCJAC0009,86232,5/8/2020,0,,N
IDCJAC0009,86232,6/8/2020,6.6,1,N
IDCJAC0009,86232,7/8/2020,0,,N
IDCJAC0009,86232,8/8/2020,8.8,1,N
IDCJAC0009,86232,9/8/2020,0.4,1,N
IDCJAC0009,86232,10/8/2020,0,,N
IDCJAC0009,86232,11/8/2020,0,,N
IDCJAC0009,86232,12/8/2020,1,1,N
IDCJAC0009,86232,13/8/2020,1.4,1,N
IDCJAC0009,86232,14/8/2020,0.8,1,N
IDCJAC0009,86232,15/8/2020,3.8,1,N
IDCJAC0009,86232,16/8/2020,0.4,1,N
IDCJAC0009,86232,17/8/2020,0,,N
IDCJAC0009,86232,18/8/2020,0.4,1,N
IDCJAC0009,86232,19/8/2020,0,,N
IDCJAC0009,86232,20/8/2020,5.8,1,N
IDCJAC0009,86232,21/8/2020,1,1,N
IDCJAC0009,86232,22/8/2020,6.4,1,N
IDCJAC0009,86232,23/8/2020,23.6,1,N
IDCJAC0009,86232,24/8/2020,5.6,1,N
IDCJAC0009,86232,25/8/2020,0.2,1,N
IDCJAC0009,86232,26/8/2020,0,,N
IDCJAC0009,86232,27/8/2020,0,,N
IDCJAC0009,86232,28/8/2020,1.4,1,N
IDCJAC0009,86232,29/8/2020,0,,N
IDCJAC0009,86232,30/8/2020,0,,N
IDCJAC0009,86232,31/8/2020,0,,N
